tic,name,ra,dec,tmag,ctl,sector 
60511067,1428096,73.95477372,24.36249166,12.437,-1,-1 
372897088,1429504,65.60755351,11.30566521,8.563,-1,-1 
156924081,1432064,109.07061835,46.68114064,11.171,-1,-1 
57462064,1432576,102.71373255,18.68997703,11.56,-1,-1 
431306021,1434496,343.84917648,51.47048607,15.924,-1,-1 
202902375,1435776,36.86189378,44.41448504,13.529,-1,-1 
16535468,1437056,102.49860248,39.4343532,12.288,-1,-1 
269891011,1442048,44.17296436,35.37599946,11.222,-1,-1 
435883224,1442304,64.41278197,16.94772728,7.543,-1,-1 
315144113,14449024,338.21035814,53.34291733,14.47,-1,-1 
245858638,1445632,68.43778177,12.71114843,14.57,-1,-1 
389052456,1446528,62.77738074,12.79665812,14.736,-1,-1 
436575135,1447552,71.11854275,17.8529761,13.215,-1,-1 
176456114,1448064,86.84334378,-1.53241674,15.441,-1,-1 
277374585,14527616,283.70816509,-33.6316411,12.808,-1,-1 
435940603,1456256,66.06452807,12.24723667,13.305,-1,-1 
348664634,1458304,61.93054508,16.5186826,8.914,-1,-1 
245822014,1458560,67.80305491,12.47726792,14.045,-1,-1 
435908932,1461248,64.83449799,14.31635042,10.867,-1,-1 
16002353,1462016,63.01464873,20.83114594,13.483,-1,-1 
435907579,1463168,64.78387715,17.52463437,7.758,-1,-1 
18647501,1465728,72.56986865,20.62563322,12.402,-1,-1 
113952263,1472640,54.39637332,21.34306335,8.43534,-1,-1 
113918421,1475584,54.13097781,22.78229279,11.606,-1,-1 
95167792,1475712,115.26525582,25.91183454,15.5,-1,-1 
372919064,1478144,65.99831372,11.38299785,12.607,-1,-1 
307758913,1479040,112.69110946,44.00807759,12.399,-1,-1 
18542733,1479552,71.85126221,22.66332512,15.03,-1,-1 
101405499,1479808,49.57469599,31.55306973,14.46,-1,-1 
257501673,1481856,0.52790198,1.26030384,14.865,-1,-1 
397354679,1485312,70.71263138,19.48701194,12.357,-1,-1 
245799490,1485440,67.53631161,15.63773911,5.242,-1,-1 
373029223,1486464,67.03373088,7.94577249,12.482,-1,-1 
245821931,1489280,67.73940223,12.303706,11.47,-1,-1 
352729947,1489408,356.39668485,40.44362907,8.229,-1,-1 
435905262,1490944,64.6765147,12.51064011,12.743,-1,-1 
220062121,1493248,83.81114462,3.11816551,14.185,-1,-1 
467543843,14936576,337.43181727,52.40965076,14.862,-1,-1 
436581639,149376,71.25126888,17.27198545,14.123,-1,-1 
11452427,1494016,85.52989133,-0.34565458,14.802,-1,-1 
436581639,149504,71.2514656,17.2721645,14.123,-1,-1 
408067502,1496960,18.26860756,-10.50432954,15.017,-1,-1 
346248639,1497088,231.6865965,-12.3297282,8.854,-1,-1 
436656073,1499648,72.7026379,16.21033783,6.79,-1,-1 
470024512,1500544,331.27848847,55.08334636,11.636,-1,-1 
425175416,1503104,59.00561566,-0.65319268,10.945,-1,-1 
389042741,1504128,62.11164014,12.19179914,9.84078,-1,-1 
206132687,15043712,272.8279742,-5.9737972,15.8,-1,-1 
245858382,1509888,68.44479677,13.25180937,6.181,-1,-1 
245870883,1510784,68.9525621,13.28796867,12.276,-1,-1 
435927648,1512320,65.85491461,16.77715111,5.321,-1,-1 
302829745,1515776,83.0696326,13.12495958,13.248,-1,-1 
456894306,1516800,67.31810874,12.36028747,12.071,-1,-1 
248661054,1517184,67.71759647,-1.21291661,13.189,-1,-1 
397355504,1518848,70.74406856,20.60466862,12.787,-1,-1 
27253961,1526400,110.62514622,43.09001975,13.98,-1,-1 
4070275,1529856,80.06692698,-4.23924811,11.31,-1,-1 
373246112,1532416,70.21730056,9.0875836,13.431,-1,-1 
456890524,1538432,62.4887354,16.37813928,14.085,-1,-1 
175968926,1539072,232.53927161,-5.62043112,15.832,-1,-1 
435910664,1540224,64.99094773,14.03512232,5.378,-1,-1 
68812391,1540480,74.59300101,19.31702548,14.489,-1,-1 
45976870,1541504,93.2918678,17.99487435,16.072,-1,-1 
435915513,1542144,65.22014244,13.86437258,5.712,-1,-1 
60874799,1544320,66.25143984,16.98479107,9.285,-1,-1 
18547841,1547648,71.98696308,19.02455513,11.546,-1,-1 
317018761,15488,86.19886246,-13.06816582,8.699,-1,-1 
367841537,1550592,66.0774562,38.42633254,14.038,-1,-1 
186627569,1552256,45.45227457,37.55533672,13.056,-1,-1 
245949052,1553536,70.37029127,12.00928282,10.882,-1,-1 
443750104,1554048,79.73138734,8.45405811,14.985,-1,-1 
264631371,1558400,82.19826637,1.86883756,12.723,-1,-1 
118675681,1559936,69.72842552,19.18206962,11.611,-1,-1 
245833065,1560832,68.10735463,13.11315311,9.55872,-1,-1 
373316008,1561088,70.7176577,9.99639006,12.91,-1,-1 
436582827,1561984,71.38604437,16.59814085,13.956,-1,-1 
